_id,description,predicted_category,title
5db0aec0f0a9b700adeebbae,Funeral arrangements for Jessye Norman will be announced in the coming days.,entertainment,"Jessye Norman, the international opera star, passes away at 74"
5db0aec0f0a9b700adeebbaf,"Ministry spokesman Albi Modise said although the export of bones of lions bred in captivity was legal, a special permit was required to send them out.",entertainment,342 kg of lion bones seized at Johannesburg airport
5db0aec0f0a9b700adeebbb0,A select list of stories to read before you start your day,general,"Morning digest: Bangladesh PM to focus on economic agenda during India visit, seven High Courts get new Chief Justices, and more"
5db0aec0f0a9b700adeebbb1,Petition challenging the presidential candidate’s citizenship has been dismissed.,entertainment,Sri Lankan citizenship: Presidential candidate Gotabaya Rajapaksa gets relief from court
5db0aec0f0a9b700adeebbb2,The teenager who was the first victim of police gunfire in Hong Kong’s monthslong pro-democracy protests was charged Thursday with rioting and attacking police. The shooting occurred during widespread,general,"Shot Hong Kong teen charged with rioting, attacking police"
5db0aec0f0a9b700adeebbb3,The focus will be on the human rights situation in Kashmir,general,U.S. panel to hold hearing on South Asia on October 22
5db0aec0f0a9b700adeebbb4,"Court rejects Pakistan claim, says descendants of Osman Ali Khan are entitled to £35 million fund",sports,India hails U.K. verdict on former Nizam
5db0aec0f0a9b700adeebbb5,A select list of stories to read before you start your day,health,"Morning digest: U.S. warns allies of sanctions over S-400 missiles, Twitter's opaque censorship leave users angry, and more"
5db0aec0f0a9b700adeebbb6,The Pakistani mission in Paris was pushing for a meeting of ‘PoK President’ Masood Khan at the National Assembly on September 24.,general,India blocks meeting of ‘PoK Prez’ in French National Assembly
5db0aec0f0a9b700adeebbb7,"According to the National Stock Exchange (NSE), these nine companies are ""under liquidation"".",business,NSE to delist 9 companies from October 17
5db0aec0f0a9b700adeebbb8,"Monetising assets worth Rs 15,000 crore in aviation, Rs 20,000 crore in power sector , Rs 7,500 crore in shipping, Rs 25,000 crore in national highways and Rs 22,000 crore of railways assets.",business,Asset sale plan in place to fetch government Rs 89K crore
5db0aec0f0a9b700adeebbb9,"Rs 50,000 fine for immersing idols in GangaA directive dated September 16, issued by Rajiv Ranjan Mishra, Director General of National Mission for Clean Ganga, said no idol immersion should be allowed in Ganga river and its tributaries.",business,"Rs 50,000 fine for immersing idols in Ganga"
5db0aec0f0a9b700adeebbba,"NSA gets teeth, NSCS put in govt business rulesNSCS enumerated right after NITI at number 50 in the first schedule of the AOB rules.",business,"NSA gets teeth, NSCS put in govt business rules"
5db0aec0f0a9b700adeebbbb,India said it was confident it would prevail in this dispute but that it was not in a position to agree to the establishment of the panel.,business,India blocks US request at WTO to set up a panel to settle its disagreement over retaliatory tariffs
5db0aec0f0a9b700adeebbbc,"The Delhi government and Jal Board authorities have no reservations on making the BIS standard mandatory for tap water, he said.",general,"Govt to make BIS standard must for tap water in select cities, to start consultation soon: Ram Vilas Paswan"
5db0aec0f0a9b700adeebbbd,Wide range of issues were discussed on various aspects of bilateral relations. The issue of J&K also figured in the discussion.,general,Saudi Crown Prince expresses understanding about India's position on Kashmir
5db0aec0f0a9b700adeebbbe,"The Nifty Bank index was trading 0.59 per cent down at 28,556.5 around 12:01 pm",business,Nifty Bank trades lower; YES Bank surges 24%
5db0aec0f0a9b700adeebbbf,Air India launches 'Namaskar Sewa' at Delhi airport'Namaskar Sewa' is a meet and greets service wherein Air India staff will take care of passengers from the airport entry gate to till being passengers board in the aircraft.,general,Air India launches 'Namaskar Sewa' at Delhi airport
5db0aec0f0a9b700adeebbc0,"The Centre, instead, will pitch in with Rs 1,666 crore.",business,United Bank scraps plan to raise fund
5db0aec0f0a9b700adeebbc1,"Addressing the convocation of prestigious IIT-Roorkee, President Ram Nath Kovind termed the institute an ""innovation hub""",general,"Research, innovation to help country achieve 5 trillion economy: Prez"
5db0aec0f0a9b700adeebbc2,"The Smart-board is aimed to be a single window access for Centre, State or District specific projects implemented by MeitY.",technology,MEITY launches Smart-board for effective monitoring of the key programmes
5db0aec0f0a9b700adeebbc3,"The Nifty FMCG index was trading 0.19 per cent down at 30,741.55 around 11:32 am",business,FMCG index trades with negative bias; Godrej Ind. down 5%
5db0aec0f0a9b700adeebbc4,"On data localisation, US says India can resort to its Cloud Act and APEC CBPR.",business,"Huawei-wary US puts more pressure on India, offers alternatives to data localisation"
5db0aec0f0a9b700adeebbc5,"The bank had set a target of taking its loan outstanding to about Rs 82,000 crore from Rs 73,123 crore at the end of March.",business,"United Bank of India shelves Rs 1,500 crore fundraising plan"
5db0aec0f0a9b700adeebbc6,"US gold futures were down 0.1 per cent at $1,506.4 an ounce.",business,Gold rises as US data fuels slowdown worries
5db0aec0f0a9b700adeebbc7,"""Heartening to see people coming together for cleanliness across urban and rural India,"" he wrote re-tweeting a tweet of Reliance Foundation.",general,"PM Modi lauds Reliance Foundation, Tata Group for cleanliness drive"
5db0aec0f0a9b700adeebbc8,"The election committee of the party held a meeting in Delhi under the chairmanship of INLD president and former chief minister Om Prakash Chautala, after which it announced the names.",general,"Haryana Assembly polls: INLD announces 64 candidates, Abhay Chautala to recontest from Ellenabad"
5db0aec0f0a9b700adeebbc9,"The military, which has staged numerous coups since Pakistan’s founding in 1947, has seen a direct impact from the economic slowdown.",general,Pakistan’s army chief holds private meetings to shore up economy
5db0aec0f0a9b700adeebbca,The Andean nation is attempting to increase crude production to raise more income.,business,Ecuador to quit Opec in 2020 on fiscal troubles
5db0aec0f0a9b700adeebbcb,"Corporate tax rates have been cut so that India can become a destination for foreign firms for investment, Thakur added.",business,India to see huge foreign investment in next two years: Anurag Thakur
5db0aec0f0a9b700adeebbcc,"Dushyant, a former MP from Hisar will take on Prem Lata, who defeated him from the constituency by a margin of over 7,000 votes in the 2014 state Assembly polls.",general,"JJP releases 4th list, Dushyant Chautala to take on BJP's Prem Lata from Uchana Kalan"
5db0aec0f0a9b700adeebbcd,Indian firms had raised $0.87 billion through 22 IPOs in the corresponding period last year.,business,"Indian firms raised Rs 6,000 crore via 10 IPOs in Q3: EY"
5db0aec0f0a9b700adeebbce,The directions by the HC petitioner has sought a ban on the messaging app,business,Kerala High Court seeks Centre's views on plea to ban Telegram app
5db0aec0f0a9b700adeebbcf,He warned EU that if the fianl offer is not accepted Britain will leave the bloc at the end of the month without a divorce deal.,general,Key points from UK PM Boris Johnson's Brexit offer
5db0aec0f0a9b700adeebbd0,Climate change research hasn't previously been a major focus at the Fed.,business,"US Fed charts its own course on climate change, too"
5db0aec0f0a9b700adeebbd1,"On Sept 30, the government announced a 12.5% reduction in domestic natural gas price to USD 3.23 mmBtu.",business,Gas price cut credit negative for ONGC: Moody's
5db0aec0f0a9b700adeebbd2,"Relationship with China needs to be better: MEAJaishankar asserted that both New Delhi and Beijing would like to see their relation become ""better and substantive"".",entertainment,Relationship with China needs to be better: MEA
5db0aec0f0a9b700adeebbd3,"“We intend to finalise all these administrative strategies in the next six months so that the merged entity can focus on business from the very beginning,” Pradhan told ET.",business,New merged banks to copy SBI model
5db0aec0f0a9b700adeebbd4,"""The government's next big priority after achieving the aim of building 100 million toilets is to phase out single use plastic,"" the minister said.",general,Doing away with single use plastic by 2022 will be Clean India part 2: Prakash Javadekar
5db0aec0f0a9b700adeebbd5,"S Jaishankar visits 7 thinktanks in 7 daysS Jaishankar is jousting with Washington DC’s most prestigious talk shops: Carnegie Endowment for International Peace, Atlantic Council, Center for Strategic & International Studies, The Brookings Institution, and the…",health,S Jaishankar visits 7 thinktanks in 7 days
5db0aec0f0a9b700adeebbd6,Treasury yields plummeted and US stocks swung to losses on the report.,business,US factory gauge hits a 10-year low as global slowdown widens
5db0aec0f0a9b700adeebbd7,Cricket News: It may not have come at a pace reminiscent of Virender Sehwag -- the man Mayank Agarwal endeavours to emulate; but his first international century & t,sports,Mayank stamps his authority with maiden Test ton
5db0aec0f0a9b700adeebbd8,The feud between IndiGo co-founders and promoters — Rahul Bhatia and Rakesh Gangwal — is now be headed for arbitration in London. Bhatia and his family-promoted InterGlobe Enterprises (IGE) on Tuesday submitted a request for arbitration to the London Court of…,business,IndiGo co-founders head to London for arbitration
5db0aec0f0a9b700adeebbd9,"In an effort to give comfort to rain-hit Bihar, Air India on Tuesday announced that it has waived off all applicable penalties of re-issuance, date change, no-show, cancellation and refund charges for travel to and from Patna -- for both domestic as well as i…",general,Bihar rains: AI waives flight cancellation fees
5db0aec0f0a9b700adeebbda,Pakistan needs to repay China more than double the amount it owes the International Monetary Fund in the next three years. Pakistan owes $6.7 billion in commercial loans to China over the three years through June 2022. Islamabad needs to pay the multilateral …,business,'Belt and Road' impact: Pak owes more money to China than to IMF
5db0aec0f0a9b700adeebbdb,"Several airports across India and domestic airlines will start conducting breath analyser (BA) tests on personnel providing key aviation services like air traffic controllers, aircraft maintenance engineers and ground staff from Wednesday, the 150th birth ann…",business,Breath tests of aviation personnel to start tomorrow
5db0aec0f0a9b700adeebbdc,"Also known as Bapu, Mahatma Gandhi was born on October 2, 1869, at Porbandar in Gujarat.",general,"Gandhi jayanti: Images, greetings and wallpapers"
5db0aec0f0a9b700adeebbdd,"The SBI is not open for acquisitions. SBI chairman Rajnish Kumar has said that the lender is not considering any acquisition, has not been sounded out for one, nor is it in a situation to take over another bank. Responding to a query on whether SBI was likely…",business,SBI not open to takeovers: Chairman Rajnish
5db0aec0f0a9b700adeebbde,"Pakistan’s already powerful military is taking an even greater role in running the country as the economy stumbles. Army chief Qamar Javed Bajwa has privately met top business leaders to find ways to bolster the economy, according to people familiar with the …",general,'Soft coup against Imran': Pak army chief holds meetings to fix economy
5db0aec0f0a9b700adeebbdf,Shibu alleges corruption in sale of shares in Kannur International Airport Limited,business,"Kodiyeri, Kappan accused of financial intrigue"
5db0aec0f0a9b700adeebbe0,"External Affairs Minister S. Jaishankar made the remarks in reply to a question after his major foreign policy speech at the Centre for Strategic and International Studies, a top American think-tank.",general,"Once growth starts in J&K, Pakistan’s 70 years of plans will collapse: Jaishankar"
5db0aec0f0a9b700adeebbe1,"P.S. Ramesh, Chief Superintendent, Kalaburagi Central Prison, said the minimum wage paid to skilled prisoners has been revised to ₹100 per day.He was speaking after inaugurating the event organised by",general,Literacy Day celebrated in Kalaburagi Central Prison
5db0aec0f0a9b700adeebbe2,Over 100 journalists took part in a silent protest on Thursday and asked the government to lift the communication blockade which has been put in place since the abrogation of provisions of Article 370,general,"Over 100 journalists take part in silent protest, ask govt to lift communication blockade"
5db0aec0f0a9b700adeebbe3,"Every year, the corporation used to procure 1.2 crore bottles for passengers",general,No more plastic water bottles on KSRTC premier buses
5db0aec0f0a9b700adeebbe4,Tracker records 181; Dalits are most victimised; highest number of cases in U.P.,health,Amnesty report: Hate crimes rose sharply the first half of 2019
5db0aec0f0a9b700adeebbe5,Alarm in Dhaka over comments calling Bangladesh citizens ‘infiltrators’,entertainment,"Shah’s comments, U.P. developments cast a shadow on Hasina’s visit"
5db0aec0f0a9b700adeebbe6,"‘In India, nationalism is not a negative sentiment directed at the world’",entertainment,Entire neighbourhood ‘minus one’ has been a good story: Jaishankar
5db0aec0f0a9b700adeebbe7,Funeral arrangements for Jessye Norman will be announced in the coming days.,entertainment,"Jessye Norman, the international opera star, passes away at 74"
5db0aec0f0a9b700adeebbe8,Russia and Ukraine swapped dozens of prisoners on Sept. 7 in a carefully-negotiated rapprochement that was praised in the West and appeared to presage a thawing in relations that have been frozen since Moscow's annexation of Crimea in 2014.,sports,Ukraine plans second major prisoner swap with Russia: Kiev
5db0aec0f0a9b700adeebbe9,"The venture will be launched in Hub, Balochistan province.",business,"UAE to invest $5 billion in Pakistan oil refinery project, says report"
5db0aec0f0a9b700adeebbea,"The U.S. has removed Turkey, a NATO ally, from its F-35 fighter jet program after Turkey received parts for the S-400 from Russia.",health,Jaishankar convinced he can persuade U.S. on S-400 decision
5db0aec0f0a9b700adeebbeb,Office workers and high-school students took to the streets in protest against the police action,general,Anger mounts in Hong Kong after teen shot at
5db0aec0f0a9b700adeebbec,The focus will be on the human rights situation in Kashmir,general,U.S. panel to hold hearing on South Asia on October 22
5db0aec0f0a9b700adeebbed,"‘No force can shake the status of our great country, no force can stop the Chinese people and the Chinese nation from marching forward” says President Xi Jinping.",general,China’s show of strength bolsters Xi’s back-to-the roots doctrine
5db0aec0f0a9b700adeebbee,A select list of stories to read before you start your day,health,"Morning digest: U.S. warns allies of sanctions over S-400 missiles, Twitter's opaque censorship leave users angry, and more"
5db0aec0f0a9b700adeebbef,"S Jaishankar visits 7 thinktanks in 7 daysS Jaishankar is jousting with Washington DC’s most prestigious talk shops: Carnegie Endowment for International Peace, Atlantic Council, Center for Strategic & International Studies, The Brookings Institution, and the…",health,S Jaishankar visits 7 thinktanks in 7 days
5db0aec0f0a9b700adeebbf0,"No change in petrol, diesel pricesCrude prices in the international markets, however, rose owing to reports of decrease in oil reserved in the US.",business,"No change in petrol, diesel prices"
5db0aec0f0a9b700adeebbf1,The central bank also allowed rupee derivatives (with settlement in foreign currency) to be traded in International Financial Services Centres (IFSCs).,business,RBI allows rupee derivatives in IFSC
5db0aec0f0a9b700adeebbf2,The kingdom's oil production capacity now stands at 11.3 million barrels per day.,business,'Saudi has restored oil output after attacks'
5db0aec0f0a9b700adeebbf3,Air India launches 'Namaskar Sewa' at Delhi airport'Namaskar Sewa' is a meet and greets service wherein Air India staff will take care of passengers from the airport entry gate to till being passengers board in the aircraft.,general,Air India launches 'Namaskar Sewa' at Delhi airport
5db0aec0f0a9b700adeebbf4,"Shares of TCI Finance, R Systems Intnl and Gillanders Arbu were the worst performers.",business,"TCI Finance, Gillanders Arbu among top losers on BSE"
5db0aec0f0a9b700adeebbf5,"In continuation with the announcement made on June 5, ""the said acquisition has been completed on October 3, 2019,"" Wipro said in a regulatory filing to BSE.",technology,Wipro completes acquisition of US-based ITI
5db0aec0f0a9b700adeebbf6,The timing of Khan’s visit can cast a shadow over Xi Jinping’s visit to India.,entertainment,China to host Khan on October 8 ahead of Xi’s India visit
5db0aec0f0a9b700adeebbf7,"This bounding can be seen in India's development assistant commitments and disaster relief responses, he said.",technology,"India would be a south western power, says S Jaishankar"
5db0aec0f0a9b700adeebbf8,"India now has an enlarged global profile: WEF prezSteered by a ""decisive leadership"", Brende said, India is ""rising to the occasion"" through a significantly enlarged global profile.",business,India now has an enlarged global profile: WEF prez
5db0aec0f0a9b700adeebbf9,Improved sentiments in the global equity market weighed on the yellow metal in the domestic market.,business,"Gold, silver trade lower; gold may slide further"
5db0aec0f0a9b700adeebbfa,"US gold futures were up 0.3 per cent at $1,476.8 per ounce.",business,"Gold lingers near 2-month low, robust dollar weighs"
5db0aec0f0a9b700adeebbfb,Climate change research hasn't previously been a major focus at the Fed.,business,"US Fed charts its own course on climate change, too"
5db0aec0f0a9b700adeebbfc,The Andean nation is attempting to increase crude production to raise more income.,business,Ecuador to quit Opec in 2020 on fiscal troubles
5db0aec0f0a9b700adeebbfd,Here's a run through of projections on various commodities by SMC Global Securities.,business,"How gold, oil and base metals may fare today"
5db0aec0f0a9b700adeebbfe,"Yogi Govt to project Akhilesh's Etawah Lion Safari projectSeven Asiatic lions have been brought in from Gujarat’s Junagarh last week to the Etawah Lion Safari, taking their strength of the lions here up to 18.",entertainment,Yogi Govt to project Akhilesh's Etawah Lion Safari project
5db0aec0f0a9b700adeebbff,The CAAC's labelling of employees who support the protest as a security risk and its demand that they be suspended from flying over mainland airspace has been a de facto career killer.,business,"As protests rack Hong Kong, China watchdog has Cathay staff 'walking on eggshells'"
5db0aec0f0a9b700adeebc00,"The military, which has staged numerous coups since Pakistan’s founding in 1947, has seen a direct impact from the economic slowdown.",general,Pakistan’s army chief holds private meetings to shore up economy
5db0aec0f0a9b700adeebc01,Juul had aimed to launch its e-cigarette in India in late 2019 and had hired several senior executives in recent months.,business,India defends e-cigarette ban in court with attack on Juul
5db0aec0f0a9b700adeebc02,"The Delhi government and Jal Board authorities have no reservations on making the BIS standard mandatory for tap water, he said.",general,"Govt to make BIS standard must for tap water in select cities, to start consultation soon: Ram Vilas Paswan"
5db0aec0f0a9b700adeebc03,"On data localisation, US says India can resort to its Cloud Act and APEC CBPR.",business,"Huawei-wary US puts more pressure on India, offers alternatives to data localisation"
5db0aec0f0a9b700adeebc04,"Tech firm will make strategic bets in sectors like Cloud, digital engineering, data and IoT.",business,Cognizant CEO Brian Humphries wants bellwether tag back
5db0aec0f0a9b700adeebc05,EV makers aim to say: Charge khatam hi nahin hotaBattery cell manufacturers are spending heavily on R&D for improving the energy density of lithium-ion batteries.,business,EV makers aim to say: Charge khatam hi nahin hota
5db0aec0f0a9b700adeebc06,Treasury yields plummeted and US stocks swung to losses on the report.,business,US factory gauge hits a 10-year low as global slowdown widens
5db0aec0f0a9b700adeebc07,"Referring to the ""commitment"" shown by Modi in ensuring that the agreement on climate change was finalised, ""It was not easy.But it was done"".",general,Nancy Pelosi applauds Modi's commitment to tackle climate change
5db0aec0f0a9b700adeebc08,Roadshows for the fundraising plan are set to begin this week.,business,Bharti to raise up to $1b more via overseas bonds
5db0aec0f0a9b700adeebc09,"Once the capital is here, we should very comfortably be growing in the 20s.",business,YES Bank to raise capital after prices correct: CEO
5db0aec0f0a9b700adeebc0a,"For those who believe in the value of nonviolence, the Gandhian legacy is still a force",general,Mahatma Gandhi 150th birth anniversary: Gandhi has not spoken his last word
5db0aec0f0a9b700adeebc0b,‘List or trade in India’ should be used as a strategic policy tool to enable Indians to become shareholders in MNCs,business,The brick and mortar of FDI 2.0
5db0aec0f0a9b700adeebc0c,"There is scope for India-Bangladesh ties to move to the next level, based on cooperation, coordination and consolidation",sports,Furthering this neighbourhood friendship
5db0aec0f0a9b700adeebc0d,"Tanzania, which has long enjoyed a reputation for democratic stability, is taking an authoritarian turn",health,The Magufuli ‘bulldozer’ effect
5db0aec0f0a9b700adeebc0e,The announcement by the Prime Minister on sanitation cannot sound more hollow in the wake of the murders of two Dalit children last month for defecating in the open. Though the Prime Minister is perp,general,Sanitation claim
5db0aec0f0a9b700adeebc0f,"At the Mamallapuram summit, India must ensure that it does not provoke China, leading it to indulge in ‘adventurism’",business,In search of the Wuhan spirit
5db0aec0f0a9b700adeebc10,Mumbai-based designer Vaishali Shadangule introduces the colourful handwoven fabric from a small town in Karnataka to an international audience,business,Khunn on the NYFW runway
5db0aec0f0a9b700adeebc11,The film marks music composer’s debut as a writer and producer,entertainment,A.R. Rahman to perform and screen ‘99 Songs’ at Busan International Film Festival
5db0aec0f0a9b700adeebc12,"Every Wednesday, the Regional Geriatric Centre of Rajiv Gandhi Government General Hospital (RGGGH) will offer vaccination against pneumonia for the elderly. With the International Day of Older Persons",general,Shots for the elderly
5db0aec0f0a9b700adeebc13,"In his remarks, Mr. Jaishankar said that nationalism is an “X factor” in international relations today and cautioned that it means different things to different people.",health,"India would be a southwestern power, says Jaishankar"
5db0aec0f0a9b700adeebc14,"The sky was slightly cloudy when students from Mater Dei International School, Coimbatore, and Sainik school, Amaravathinagar, were taken for a tour inside Air Force Station, Sulur, on Monday.As the s",science,Students get a glimpse of Air Force at Sulur Air Base
5db0aec0f0a9b700adeebc15,"A couple of weeks ago, the 20th edition of the International Indian Film Academy Awards (IIFA) was mercilessly trolled on social media for some of its bizarre choices. Nothing new. Film awards have be",entertainment,Of Beimaani and award frauds
5db0aec0f0a9b700adeebc16,"TIRUCHI Officers of the Customs Air Intelligence Unit seized 211 dried sea cucumbers from an air passenger at the international airport here on Thursday.The passenger Asath Ahmed, 49, of Keelakarai in",business,Dried sea cucumbers seized from air passenger
5db0aec0f0a9b700adeebc17,"West Indies’ Kraigg Brathwaite has been cleared to bowl in international cricket by the ICC after it found the bowling action of the Caribbean player legal. All-rounder Brathwaite, who bowls off-spin,",sports,ICC clears Brathwaite
5db0aec0f0a9b700adeebc18,The Kerala State Commission for Protection of Child Rights has received a national award instituted by the international organisation Save The Children for its contributions to the area of protection,general,National award for child rights panel
5db0aec0f0a9b700adeebc19,"During the visit, Mr. Khan will attend the China-Pakistan Business Forum in Beijing on October 8",entertainment,Imran Khan set to visit China in October
5db0aec0f0a9b700adeebc1a,"Four private schools here on Friday were penalised for violating law related to regulation of fees and availability of books, the Gautam Buddha Nagar administration said.The action was taken by the Di",health,"Four private schools fined over fees, books"
5db0aec0f0a9b700adeebc1b,His appointment has been cleared by the Appointments Committee of the Cabinet (ACC) headed by Prime Minister Narendra Modi,general,Economist Surjit Bhalla appointed Executive Director for India at IMF
5db0aec0f0a9b700adeebc1c,Tamil Nadu government among those to be awarded.,general,"President to confer award Vayoshreshtha Samman on elders, senior citizens, institutions"
5db0aec0f0a9b700adeebc1d,"Harsh Mariwala calls for land, labour, judicial reforms to help industry compete globally",business,More structural reforms needed post tax cuts: chairman of Marico
5db0aec0f0a9b700adeebc1e,Was geography a reason why Mahatma Gandhi was not awarded the Nobel Peace Prize,general,Was geography a reason why Mahatma Gandhi was not awarded the Nobel Peace Prize?
5db0aec0f0a9b700adeebc1f,Training will be held till October 19,sports,Indian Coast Guard to train Maldives personnel
5db0aec0f0a9b700adeebc20,"Works by Gita Hudson, K Balasubramanian and KG Narendra Babu are on display at art shows organised by Gangneung Museum and Gangneung Art Centre",technology,These Chennai artists are currently exhibiting at art shows across South Korea
5db0aec0f0a9b700adeebc21,Dearth of sports facilities pours cold water on hopes of budding sportspersons,sports,No place to play
5db0aec0f0a9b700adeebc22,"Pakistan has violated the ceasefire over 2,000 times along the LoC this year, leaving 21 people dead and scores of others injured.",general,Pakistan Army lobs mortars at forward posts in J&K’s Poonch
5db0aec0f0a9b700adeebc23,A large poster of Mr. Modi and US President Donald Trump was put up on stage.,general,"World sees with respect those holding Indian passports, says Modi"
5db0aec0f0a9b700adeebc24,"City police arrested and released the Ola driver, who abandoned a woman customer at a deserted spot in the wee hours of Wednesday when she insisted he take a different route. The woman passenger took",general,Ola driver who abandoned woman cutomer at a deserted spot in Bengaluru arrested
5db0aec0f0a9b700adeebc25,"Sweta Agarwal’s label, A Humming Way, was one of six designers who was part of the Emerging Designer Collective at New York Fashion Week",entertainment,Sculpting khadi for NYFW
5db0aec0f0a9b700adeebc26,DGCA safety regulations call for random check of 10% personnel every day,entertainment,Mumbai airport gets three breathalyser stations
5db0aec0f0a9b700adeebc27,"In August, the Asia Pacific Group of the FATF had put Pakistan in a terror ‘blacklist’ for its failure to curb funnelling of funds to groups responsible for scores of attacks in India",general,FATF can anytime blacklist Pakistan for terror financing: Rajnath Singh
5db0aec0f0a9b700adeebc28,CO2 emissions are 100 times greater.,science,Humans pollute more than volcanoes: study
5db0aec0f0a9b700adeebc29,Bharat Mart portal launch to help in capturing markets,business,"Adopt digital technology, MSMEs urged"
5db0aec0f0a9b700adeebc2a,"To improve services and benefits for senior citizens, amendments to the Maintenance and Welfare of Parents and Senior Citizens Act, 2007 and a national policy were on the cards, Union Social Justice a",business,Senior citizens national policy on the anvil
5db0aec0f0a9b700adeebc2b,"On maiden visit to city, she also inaugurates Yuva Dasara",sports,Badminton ace P.V. Sindhu inaugurates Dasara Sports
5db0aec0f0a9b700adeebc2c,He created awareness among students,science,Corporation school teacher gets environment award
5db0aec0f0a9b700adeebc2d,Mass hunger strike organised by government doctors in front of Secretariat,health,‘Civil society has to protect doctors’
5db0aec0f0a9b700adeebc2e,There are several incidents of taxi drivers harassing women passengers on the toll-free road,general,Aggregator instructs drivers to avoid alternate road to airport
5db0aec0f0a9b700adeebc2f,Archery coach Ravi Shankar Pallela receives Tutors’ Pride Award,sports,A bow down to talent
5db0aec0f0a9b700adeebc30,‘Inspired women to join freedom struggle’,health,Gandhi’s role in women’s emancipation highlighted at conference
5db0aec0f0a9b700adeebc31,"With two world wars, the 20th century, not surprisingly, saw a profusion of anti-war books. Joseph Heller, Norman Mailer, Graham Greene, Ernest Hemingway, Erich Maria Remarque, Irène Némirovsky — to n",science,‘For Whom the Bell Tolls’ by Ernest Hemingway
5db0aec0f0a9b700adeebc32,"When the style of playing is steeped in rich classicism , it certainly has to be a rewarding experience.",technology,Sikkil Mala Chandrasekhar brought out the lyrical value of compositions
5db0aec0f0a9b700adeebc33,du Plessis says Maharaj can trouble the Indians.,sports,Rohit up for the challenge: Kohli
5db0aec0f0a9b700adeebc34,Pakistan leads the three-match series 1-0 on winning the second match by 67 runs. The first match was washed out.,sports,PAK vs SL: Danushka Gunathilaka’s best propels Sri Lanka to competitive total
5db0aec0f0a9b700adeebc35,"Laptops, mobile phones, ₹16.11 lakh in cash seized",technology,"Cricket betting racket busted, 16 arrested"
5db0aec0f0a9b700adeebc36,Formation day celebrations today,science,"At 53, South Central Railway chugs merrily"
5db0aec0f0a9b700adeebc37,Over 100 riders to take the field at the three-day event,sports,Equestrian Challenge begins at Auroville on Friday
5db0aec0f0a9b700adeebc38,"They have stooped to lowest level for petty gains, says Beant Singh’s grandson",technology,Cong. MP hits out at ‘politicians’ welcoming relief for Rajoana
5db0aec0f0a9b700adeebc39,THIRUVANANTHAPURAM: The Bharatiya Janata Party will expose the politics of adjustment being practised by the Left Democratic Front and the United Democratic Front to mask their graft and target the pa,general,BJP to focus on graft in bypoll campaign
5db0aec0f0a9b700adeebc3a,"An opinion poll commissioned by the World Economic Forum found that Indians are the world’s most optimistic people about technology.While many acknowledge their job could be automated, more than two-t",business,"Indians most optimistic about technology, jobs: WEF Survey"
5db0aec0f0a9b700adeebc3b,Short-sellers are driving the market.  Nobody is valuing the intrinsic value of the asset.,business,Results to show Zee beating market on all metrics: Punit Goenka
5db0aec0f0a9b700adeebc3c,It may be better to stick with companies with untarnished reputation.,business,There are winners in these 2 sectors: Deepak Shenoy
5db0aec0f0a9b700adeebc3d,"Today's News Headlines, Breaking News & Latest News from India and World, News from Politics, Sports, Business, Arts and Entertainment",business,Drawings from India
5db0aec0f0a9b700adeebc3e,Chandan Shetty draws ire for using Dasara platform for private affair,entertainment,A filmy-style proposal lands in controversy
5db0aec0f0a9b700adeebc3f,The ‘Dhuruvangal Pathinaaru’ filmmaker lists out four must watch content for cinephiles,entertainment,Why was Karthick Naren scared to watch ‘Chernobyl’?
5db0aec0f0a9b700adeebc40,"An exhibition seeped in nostalgia, celebrates the 1950s and ‘60s in the Captial",general,Sepia-tinted Delhi
5db0aec0f0a9b700adeebc41,"The team of the film starring Sudeep is said to have collected over 10,000 pirated links and handed it to the police.",entertainment,Focus on curbing piracy in Kannada cinema after Pailwan online leak
5db0aec0f0a9b700adeebc42,"Excessive internet use causes sleep, study issues among children",health,Keep online time in line
5db0aec0f0a9b700adeebc43,Among the stocks that touched their 52-week lows were Indiabulls Housing Finance and Glenmark Pharmaceuticals.,business,Stock market update: 113 stocks hit 52-week lows on NSE
5db0aec0f0a9b700adeebc44,Among the stocks that touched their 52-week lows were Piramal Enterprises and PNB Housing Finance.,business,Stock market update: 127 stocks hit 52-week lows on NSE
5db0aec0f0a9b700adeebc45,"The Nifty Private Bank index was trading 0.51 per cent up at 15,633.75.",business,Stock market update: Private banks mixed; YES Bank plummets 9%
5db0aec0f0a9b700adeebc46,"Simbhaoli Sugars, Dharani Sugars & Chemicals and Thiru Arooran Sugars were the top gainers.",business,Stock market update: Sugar stocks mixed; Simbhaoli Sugars jumps 4%
5db0aec0f0a9b700adeebc47,"The Nifty Private Bank index was trading 0.52 per cent down at 15,437.55.",business,Stock market update: Private bank shares down; RBL Bank falls 3%
5db0aec0f0a9b700adeebc48,"The NSE Nifty50 index was trading 125.65 points up at 11,252.05.",business,Share market update: Fertilizer stocks advance; Rama Phosphates gains 3%
5db0aec0f0a9b700adeebc49,"Nifty50 correcting to 11,000-11,100 levels should be considered normal, said Jimeet Modi.",business,Market correction after the big spurt is normal; there is no need to worry
5db0aec0f0a9b700adeebc4a,"Broader indices were flat-to-positive, with the Nifty Midcap largely flat.",business,"Sensex drops 70 points, Nifty tests 11,150; YES Bank rallies 7%"
